timestamp,main_meter,sub_meter_1,sub_meter_2,building_number
2017-04-01 00:00:00,5805.398086358075,1525.787712706861,0.0,2
2017-04-01 00:15:00,5996.117147876142,1186.039476925537,0.0,2
2017-04-01 00:30:00,6295.034715788933,1045.7103023175123,0.0,2
2017-04-01 00:45:00,6280.946460734905,1351.4094895931632,0.0,2
2017-04-01 01:00:00,6251.314132362619,1306.9068047801668,8.851368367412803,2
2017-04-01 01:15:00,6606.516057538621,1602.9542549904331,0.0,2
2017-04-01 01:30:00,6665.116179272723,1671.5098076555487,0.0,2
2017-04-01 01:45:00,6250.52680923805,1359.8324828771715,0.8926946492578758,2
2017-04-01 02:00:00,6030.610448209737,1536.8511785203782,4.65591182619305,2
2017-04-01 02:15:00,5640.638011092725,1376.7599425547837,0.0,2
2017-04-01 02:30:00,5742.15323553062,1373.7323570530432,0.0,2
2017-04-01 02:45:00,5530.002465840242,1163.7943511726914,2.7065363505182582,2
2017-04-01 03:00:00,5381.455984646516,1210.6898932767053,0.0,2
2017-04-01 03:15:00,5693.446285248574,1353.8559433358034,0.0,2
2017-04-01 03:30:00,5930.868288668608,1208.5689371018489,0.0,2
2017-04-01 03:45:00,6344.646002851786,1259.0389007017986,0.568886792962369,2
2017-04-01 04:00:00,6331.011235282028,1316.4628058135745,2.7587582724385906,2
2017-04-01 04:15:00,5998.32369128163,917.4492944243166,1.2730528956418607,2
2017-04-01 04:30:00,5607.573469028098,530.1463983717332,0.6265398640652364,2
2017-04-01 04:45:00,5726.987900161986,728.0738895148565,0.0,2
2017-04-01 05:00:00,5109.1930995622215,742.6565895355066,0.0,2
2017-04-01 05:15:00,5424.418345704751,497.6704282246327,0.0,2
2017-04-01 05:30:00,6506.541699832317,1685.3925577939983,0.0,2
2017-04-01 05:45:00,5888.930152704266,1507.0273605843067,3.125344666424437,2
2017-04-01 06:00:00,5838.8552845557315,1541.5823598209472,121.47830956840782,2
2017-04-01 06:15:00,6256.391958664703,2429.9972628624178,270.58010100200715,2
2017-04-01 06:30:00,6347.440295558934,2286.705815142706,232.21262905772878,2
2017-04-01 06:45:00,6698.5313824974655,2378.0815373933056,93.06543481046181,2
2017-04-01 07:00:00,6545.273793443009,2101.525018019508,95.24495960691831,2
2017-04-01 07:15:00,7141.0727751532995,2494.4647947075337,92.51514409280091,2
2017-04-01 07:30:00,6924.0326412988925,2406.8024381546925,84.63167436669188,2
2017-04-01 07:45:00,7186.441678689895,2597.343935928818,94.73813271035552,2
2017-04-01 08:00:00,7139.404869768665,2507.3947220963096,88.92136000515579,2
2017-04-01 08:15:00,6968.263612196298,2282.838951234212,82.22898731395314,2
2017-04-01 08:30:00,7349.905576430669,2464.903929998697,84.40253371417835,2
2017-04-01 08:45:00,7313.959734272436,2584.519017892864,87.27643277508986,2
2017-04-01 09:00:00,7466.177636305754,2746.9302809457995,87.8085695243314,2
2017-04-01 09:15:00,7558.101030619577,2776.2076361316113,80.41592074179093,2
2017-04-01 09:30:00,7346.427685705113,2529.487596840036,88.89976787441454,2
2017-04-01 09:45:00,7535.633652762807,2699.3249598715233,82.12531691600306,2
2017-04-01 10:00:00,7268.013315497355,2358.021032959822,82.05357112795879,2
2017-04-01 10:15:00,6448.275055314504,1674.8094210059835,83.54453709776281,2
2017-04-01 10:30:00,6094.988538548391,1377.9241300723886,94.98574235344513,2
2017-04-01 10:45:00,7468.412441195552,2716.3891020638393,78.90185844444402,2
2017-04-01 11:00:00,7348.065559991702,2611.731901784783,83.92650209319358,2
2017-04-01 11:15:00,7270.844712598269,2255.4979875873128,76.38384874818489,2
2017-04-01 11:30:00,7257.120435120744,2535.521464390737,74.41809419576805,2
2017-04-01 11:45:00,7129.525751221265,2267.121667320277,86.6202584010957,2
2017-04-01 12:00:00,7128.148231705544,2265.0807172256045,88.49866277956289,2
2017-04-01 12:15:00,7417.7568589126795,2138.973354345133,91.304553714443,2
