timestamp,main_meter,sub_meter_1,sub_meter_2,building_number
2017-04-01 00:00:00,2663.1811297651034,2359.451392228159,26.532342275525533,3
2017-04-01 00:15:00,2366.4060160525405,1992.106180756444,33.114303393003894,3
2017-04-01 00:30:00,2482.1736618761693,2104.718667661989,22.985089202300315,3
2017-04-01 00:45:00,2479.055294675184,2155.8592996067205,18.94363299629199,3
2017-04-01 01:00:00,2415.018899721933,2072.5223218801034,26.79645876090517,3
2017-04-01 01:15:00,2245.704228816608,1819.5664346850085,28.486015071665346,3
2017-04-01 01:30:00,2451.481387723623,2060.6291389724092,26.63823336161284,3
2017-04-01 01:45:00,2429.358139241561,2127.94973847666,21.04209058639533,3
2017-04-01 02:00:00,2402.294429974926,2054.021569162909,27.617265877812944,3
2017-04-01 02:15:00,2419.548452446321,2031.3216775700625,20.782125616631077,3
2017-04-01 02:30:00,2415.2344117074176,2044.1861404767974,27.613756560495194,3
2017-04-01 02:45:00,2512.316944543068,2199.864486167289,35.090332506852,3
2017-04-01 03:00:00,2402.8645764677467,2003.804266389748,28.3038400302762,3
2017-04-01 03:15:00,2610.976556780119,2254.5460604225063,40.41321832430352,3
2017-04-01 03:30:00,2496.0813261096937,2046.571558261736,32.06700272300462,3
2017-04-01 03:45:00,2295.510085381209,1985.7807434264453,33.683046872400844,3
2017-04-01 04:00:00,2108.50657009449,1842.9796140891647,28.91449842900628,3
2017-04-01 04:15:00,3228.3330306145067,2272.031859370754,645.534861401085,3
2017-04-01 04:30:00,3413.4031036760107,1519.3816598984333,1529.2643577960964,3
2017-04-01 04:45:00,3651.8151060094897,1646.7978768122525,1537.1438386172968,3
2017-04-01 05:00:00,4075.6754153502147,2038.2482410244559,1521.895901548441,3
2017-04-01 05:15:00,4906.851732483783,2890.3522395215773,1512.5460103366834,3
2017-04-01 05:30:00,5073.7529225358585,2876.762639022645,1521.8144644640722,3
2017-04-01 05:45:00,4813.815914933545,2494.614942865989,1506.7997379927588,3
2017-04-01 06:00:00,5265.43043071468,2650.360002492633,1536.5390810102026,3
2017-04-01 06:15:00,5092.215272995722,2578.240075687279,1518.1127499060433,3
2017-04-01 06:30:00,5408.23275213085,3112.8486668295795,1508.4199318349897,3
2017-04-01 06:45:00,4882.292400829111,2660.075753532073,1503.5707553049356,3
2017-04-01 07:00:00,5078.4049642682085,2619.820567137605,1523.0978994268478,3
2017-04-01 07:15:00,5430.889691426464,3062.507944065445,1512.8433682576588,3
2017-04-01 07:30:00,4892.249712393479,2664.5048335837196,1508.8875102778388,3
2017-04-01 07:45:00,4718.239951372043,2573.1212910076765,1529.7834410192852,3
2017-04-01 08:00:00,5082.142914234588,2934.45583531875,1538.0639357231466,3
2017-04-01 08:15:00,5087.530207527841,2896.8628752746663,1516.0559634375952,3
2017-04-01 08:30:00,5422.282245018733,2918.889176129403,1511.8078342001654,3
2017-04-01 08:45:00,5617.474160424765,3057.2080370572185,1521.700799551882,3
2017-04-01 09:00:00,5635.708387621026,3095.208921236416,1533.3987520910964,3
2017-04-01 09:15:00,5304.093804375718,2835.5017227787066,1519.6632465979947,3
2017-04-01 09:30:00,5467.773299613499,3092.0787953614868,1513.6298453168286,3
2017-04-01 09:45:00,5286.061122222379,2917.389670858607,1509.0835824528335,3
2017-04-01 10:00:00,5429.029149185316,3065.4764740566443,1512.551235120278,3
2017-04-01 10:15:00,5757.228727678331,3327.8669269298643,1502.506007470852,3
2017-04-01 10:30:00,5590.948172908494,3099.8993176334857,1506.0618266235822,3
2017-04-01 10:45:00,5440.988613908406,3054.2062977969117,1511.997293296953,3
2017-04-01 11:00:00,5203.131375226602,2810.7114200681144,1520.0227596382856,3
2017-04-01 11:15:00,5796.608192373791,3310.7926538953648,1512.420673126406,3
2017-04-01 11:30:00,5586.351773375295,2968.288337980164,1494.8350333033875,3
2017-04-01 11:45:00,5331.362927856826,2873.630803675268,1514.6710861908914,3
2017-04-01 12:00:00,5045.930968825183,2346.8624566035564,1533.2381585185447,3
2017-04-01 12:15:00,4440.081311927268,2078.2820194182964,1517.6047766611605,3
2017-04-01 12:30:00,5291.803969523995,2831.888138975379,1512.185825653108,3
2017-04-01 12:45:00,5936.841013500793,3116.080179391949,1512.1623942278345,3
2017-04-01 13:00:00,5790.044854373613,3020.056191804776,1514.1509444965818,3
2017-04-01 13:15:00,6337.705630743805,3307.6482963782105,1510.1407787086373,3
2017-04-01 13:30:00,6264.20813427566,3365.6052588629773,1510.879606146279,3
2017-04-01 13:45:00,6050.07258214045,3234.4289602176673,1509.000498575847,3
2017-04-01 14:00:00,6176.979081682202,3305.833220479117,1515.4484736028824,3
2017-04-01 14:15:00,5765.2405124732995,3247.499337592329,1521.8076549257255,3
2017-04-01 14:30:00,5657.1489661303385,3095.970444576203,1512.9160575471344,3
2017-04-01 14:45:00,5779.010480940096,3115.8256700780644,1535.636638289466,3
2017-04-01 15:00:00,5699.291763019974,3187.6583522517985,1512.5017968337515,3
2017-04-01 15:15:00,5530.506175880764,2898.4911520025353,1501.5318964245116,3
2017-04-01 15:30:00,5694.741913584261,3363.027177334151,1519.8097310055966,3
2017-04-01 15:45:00,5948.299975811526,3349.2218807610966,1510.7426943251266,3
2017-04-01 16:00:00,5678.080560934203,3064.9619612803017,1512.0749768773635,3
2017-04-01 16:15:00,5744.4071602162185,3251.8632075673113,1499.73477842931,3
2017-04-01 16:30:00,5620.73401745406,3123.038188517877,1523.270335600161,3
2017-04-01 16:45:00,5857.134912476995,3081.761161752057,1515.0488913899594,3
2017-04-01 17:00:00,5340.126140966743,2908.534483231706,1506.1179182724204,3
2017-04-01 17:15:00,5666.378265433618,3165.1120068554496,1503.1775036838953,3
2017-04-01 17:30:00,5523.888060651898,2984.045887029443,1520.8454924609205,3
2017-04-01 17:45:00,5886.9550063169545,3159.5230477503605,1531.5281072735595,3
2017-04-01 18:00:00,5627.034033985832,3063.508020243995,1510.872547490016,3
2017-04-01 18:15:00,5932.45813960999,3374.5339196011737,1511.2052885708927,3
2017-04-01 18:30:00,5182.011379701968,2965.954257303325,1513.9172459942815,3
2017-04-01 18:45:00,4565.062518861834,2501.543800105092,1512.5761666944782,3
2017-04-01 19:00:00,3659.378822047649,2286.30527465121,898.2273321996802,3
2017-04-01 19:15:00,2823.6748286181523,2348.938492147607,22.334221105705012,3
2017-04-01 19:30:00,2670.4197039324545,2129.4759104137493,27.578405117740665,3
2017-04-01 19:45:00,2815.7194665214283,2341.223775032767,20.89114047460101,3
2017-04-01 20:00:00,2420.4847008269226,2102.5651497905965,34.708097789357836,3
2017-04-01 20:15:00,2522.5672386316173,2215.7076297876692,26.5995530377461,3
2017-04-01 20:30:00,1804.332725352044,1512.6992171700988,42.98936976745159,3
2017-04-01 20:45:00,2257.388007300937,1859.7606578179552,31.99617773780881,3
