timestamp,main_meter,sub_meter_1,sub_meter_2,building_number
2017-04-01 00:00:00,2556.8296553293194,1479.0857207549177,0.0,5
2017-04-01 00:15:00,2121.676884250856,1163.7377260188014,0.0,5
2017-04-01 00:30:00,2284.942103138871,1315.318128369648,7.6927847596567505,5
2017-04-01 00:45:00,2212.829421795704,1284.5441216499655,0.0,5
2017-04-01 01:00:00,2239.2002105712827,1270.9584304314608,0.0,5
2017-04-01 01:15:00,2402.380251690169,1361.6998610358971,0.0,5
2017-04-01 01:30:00,2112.808328703917,1221.0182434828346,4.812680510711633,5
2017-04-01 01:45:00,2512.776217949161,1435.4356842437662,0.0,5
2017-04-01 02:00:00,2249.270466604734,1265.663610678573,0.0,5
2017-04-01 02:15:00,2466.327094482479,1470.232742495377,0.9320572595492248,5
2017-04-01 02:30:00,2166.598344349674,1115.5314560995364,0.0,5
2017-04-01 02:45:00,2412.269736383187,1361.2845960855855,0.0,5
2017-04-01 03:00:00,2321.0407023536864,1186.948549440724,0.0,5
2017-04-01 03:15:00,2380.5997107884755,1279.6440604454392,0.0,5
2017-04-01 03:30:00,2467.4116067720424,1191.6346005016342,0.0,5
2017-04-01 03:45:00,2357.494542549446,1335.5355122403128,9.887130051427118,5
2017-04-01 04:00:00,2326.2941709599195,1297.3583274008859,0.0,5
2017-04-01 04:15:00,2190.352719994026,1102.4618387616817,0.0,5
2017-04-01 04:30:00,2188.3324899434515,1155.0665551966006,1.4076090200045763,5
2017-04-01 04:45:00,3187.448936677388,1137.3399000454476,831.5198499489193,5
2017-04-01 05:00:00,4087.3213144494616,1524.7858837122672,1339.555593993602,5
2017-04-01 05:15:00,4417.683379443429,1722.853602093267,1334.6863162586335,5
2017-04-01 05:30:00,4771.6143803297,2141.344454085556,1319.4916401748746,5
2017-04-01 05:45:00,4979.5705648755875,2411.664483963721,1336.721705637856,5
2017-04-01 06:00:00,5312.401283600244,2217.8993388796357,1332.1714673859426,5
2017-04-01 06:15:00,5625.398377149044,2543.0042303605233,1326.8929799717826,5
2017-04-01 06:30:00,5192.3000245545645,2416.150606408897,1329.2801270896202,5
2017-04-01 06:45:00,5265.827035011408,2366.0882328742027,1324.2779155748105,5
2017-04-01 07:00:00,5320.026688734914,2484.2640934621727,1337.073101445401,5
2017-04-01 07:15:00,5258.734245988881,2477.200674961944,1327.5331282181844,5
2017-04-01 07:30:00,5612.004563409085,2685.9873695865685,1333.091938725207,5
2017-04-01 07:45:00,5481.323878472929,2528.64382788689,1337.3228203969052,5
2017-04-01 08:00:00,5621.593600616722,2593.7956614204563,1315.5196798692155,5
2017-04-01 08:15:00,5815.968330152276,2740.3730038935378,1325.719431876151,5
2017-04-01 08:30:00,6039.130564300224,2912.330677623914,1331.2482082124175,5
2017-04-01 08:45:00,5640.767348986451,2467.491227400528,1314.7930256792565,5
2017-04-01 09:00:00,6090.229830666013,2936.608998179093,1323.234263132088,5
2017-04-01 09:15:00,5840.255207478557,2718.5914392206178,1336.2426824924353,5
2017-04-01 09:30:00,5617.156684267664,2452.8004874763706,1323.043594994594,5
2017-04-01 09:45:00,5837.11587503014,2710.688429160223,1337.7872793198426,5
2017-04-01 10:00:00,5918.175391368235,2853.4390864731267,1336.4689271262785,5
2017-04-01 10:15:00,5733.691086554135,2632.7821768764657,1337.2601495914191,5
2017-04-01 10:30:00,5853.5868456822645,2748.94887812156,1338.5062092718435,5
2017-04-01 10:45:00,5911.970164914469,2836.806361923975,1334.5950759057755,5
2017-04-01 11:00:00,6051.202839251894,3027.111862968869,1326.976321295567,5
2017-04-01 11:15:00,5966.183721387506,2684.859680665141,1317.2554283561826,5
2017-04-01 11:30:00,6133.54958160008,2876.295285647037,1325.3192858604232,5
2017-04-01 11:45:00,5659.145337324617,2514.820125959337,1333.4701225844065,5
2017-04-01 12:00:00,5860.521159496878,2803.430350439413,1330.7999471175403,5
