timestamp,main_meter,sub_meter_1,sub_meter_2,building_number
2017-04-01 00:00:00,3472.022099806147,0.0,1003.4524707238296,4
2017-04-01 00:15:00,3994.2117350503795,15.64438554743346,1252.9969408574395,4
2017-04-01 00:30:00,3518.6666281176213,8.909243514180078,990.1759729493941,4
2017-04-01 00:45:00,3639.496843867887,0.0,994.0950520528991,4
2017-04-01 01:00:00,3503.0139146324373,8.430218787510869,927.3208402054927,4
2017-04-01 01:15:00,3797.564994893505,7.083366720859183,1066.6137691496285,4
2017-04-01 01:30:00,3664.980698930955,11.313921272004404,1002.7313819009108,4
2017-04-01 01:45:00,3647.0414902171997,20.680172651105085,922.5975111734447,4
2017-04-01 02:00:00,3820.5324841536535,0.0,1174.8977541328736,4
2017-04-01 02:15:00,3695.385318567964,0.0,1096.5919898649918,4
2017-04-01 02:30:00,3858.2705630028804,13.789035342565718,1022.4018255323407,4
2017-04-01 02:45:00,3507.3588369079644,4.160056292104326,1043.2203808100114,4
2017-04-01 03:00:00,3882.3737395079856,17.52798964292441,1236.7632886453994,4
2017-04-01 03:15:00,3796.581873422539,6.305557679250822,1198.059242105303,4
2017-04-01 03:30:00,3701.9815780592876,2.241878882760905,1103.7862648621133,4
2017-04-01 03:45:00,3468.295428349513,0.0,948.4925347081868,4
2017-04-01 04:00:00,3864.8366822235175,21.795119872575608,964.7605996536674,4
2017-04-01 04:15:00,3714.001582575752,2.3396275247854463,775.432399745735,4
2017-04-01 04:30:00,2326.8923371925252,8.278678498600254,685.0057674587351,4
2017-04-01 04:45:00,2833.0625197653826,0.0,907.4613920381596,4
2017-04-01 05:00:00,2649.994490341499,308.43043989397626,675.832983172351,4
2017-04-01 05:15:00,3077.294308973523,581.5461216294334,848.087709790584,4
2017-04-01 05:30:00,3159.772643462456,573.8614359160231,822.1424770359002,4
2017-04-01 05:45:00,3153.460905673858,569.8077265993022,790.7174027240437,4
2017-04-01 06:00:00,4578.553363508131,683.5888318516626,1502.8787529349204,4
2017-04-01 06:15:00,6564.617691528969,2070.4081433396204,1672.090935781991,4
2017-04-01 06:30:00,7129.2124723183115,2072.7573796676224,2133.191585998796,4
2017-04-01 06:45:00,6705.669729863929,2084.196113619671,1849.1650292557558,4
2017-04-01 07:00:00,6963.033282493184,2075.960570944333,1904.9373365105128,4
2017-04-01 07:15:00,7415.324651717598,2067.411992162109,1904.595010824132,4
2017-04-01 07:30:00,6988.835981457681,2084.0174993420087,2061.5003246143447,4
2017-04-01 07:45:00,7115.370054178888,2060.3496879277254,2123.383512915158,4
2017-04-01 08:00:00,7023.767875357417,2068.7559819273997,2035.9823856303399,4
2017-04-01 08:15:00,7165.639961982378,2071.664280059653,2187.727143828666,4
2017-04-01 08:30:00,6872.9387955326465,2078.723857833678,1933.1197725337893,4
2017-04-01 08:45:00,7587.740151922461,2066.479887715235,2405.4851431403517,4
